-100, -100, -1.247465e+02
-1.000000e+02, -8.000000e+01, -1.847045e+02
-1.000000e+02, -6.000000e+01, -1.880751e+02
-1.000000e+02, -4.000000e+01, -2.000000e+02
-1.000000e+02, -2.000000e+01, -2.000000e+02
-1.000000e+02, 0.000000e+00, -2.000000e+02
-1.000000e+02, 2.000000e+01, -2.000000e+02
-1.000000e+02, 4.000000e+01, -2.000000e+02
-1.000000e+02, 6.000000e+01, -2.000000e+02
-1.000000e+02, 8.000000e+01, -2.000000e+02
-1.000000e+02, 1.000000e+02, -1.777531e+02
-8.000000e+01, -1.000000e+02, -2.000000e+02
-8.000000e+01, -8.000000e+01, -2.000000e+02
-8.000000e+01, -6.000000e+01, -2.000000e+02
-8.000000e+01, -4.000000e+01, -2.000000e+02
-8.000000e+01, -2.000000e+01, -1.223029e+02
-8.000000e+01, 0.000000e+00, -2.000000e+02
-8.000000e+01, 2.000000e+01, -2.000000e+02
-8.000000e+01, 4.000000e+01, -2.000000e+02
-8.000000e+01, 6.000000e+01, -1.234185e+02
-8.000000e+01, 8.000000e+01, -1.793663e+02
-8.000000e+01, 1.000000e+02, -2.000000e+02
-6.000000e+01, -1.000000e+02, -2.000000e+02
-6.000000e+01, -8.000000e+01, -1.857607e+02
-6.000000e+01, -6.000000e+01, -2.000000e+02
-6.000000e+01, -4.000000e+01, -2.000000e+02
-6.000000e+01, -2.000000e+01, -1.209397e+02
-6.000000e+01, 0.000000e+00, -1.202822e+02
-6.000000e+01, 2.000000e+01, -9.127731e+01
-6.000000e+01, 4.000000e+01, -9.435440e+01
-6.000000e+01, 6.000000e+01, -2.000000e+02
-6.000000e+01, 8.000000e+01, -2.000000e+02
-6.000000e+01, 1.000000e+02, -1.830227e+02
-4.000000e+01, -1.000000e+02, -2.000000e+02
-4.000000e+01, -8.000000e+01, -1.226942e+02
-4.000000e+01, -6.000000e+01, -1.229009e+02
-4.000000e+01, -4.000000e+01, -1.198813e+02
-4.000000e+01, -2.000000e+01, -1.195197e+02
-4.000000e+01, 0.000000e+00, -8.924576e+01
-4.000000e+01, 2.000000e+01, -1.184577e+02
-4.000000e+01, 4.000000e+01, -1.185545e+02
-4.000000e+01, 6.000000e+01, -2.000000e+02
-4.000000e+01, 8.000000e+01, -2.000000e+02
-4.000000e+01, 1.000000e+02, -2.000000e+02
-2.000000e+01, -1.000000e+02, -2.000000e+02
-2.000000e+01, -8.000000e+01, -2.000000e+02
-2.000000e+01, -6.000000e+01, -1.213839e+02
-2.000000e+01, -4.000000e+01, -2.000000e+02
-2.000000e+01, -2.000000e+01, -1.176901e+02
-2.000000e+01, 0.000000e+00, -1.170059e+02
-2.000000e+01, 2.000000e+01, -2.000000e+02
-2.000000e+01, 4.000000e+01, -1.164180e+02
-2.000000e+01, 6.000000e+01, -7.816342e+01
-2.000000e+01, 8.000000e+01, -2.000000e+02
-2.000000e+01, 1.000000e+02, -1.195157e+02
0.000000e+00, -1.000000e+02, -2.000000e+02
0.000000e+00, -8.000000e+01, -2.000000e+02
0.000000e+00, -6.000000e+01, -1.217755e+02
0.000000e+00, -4.000000e+01, -1.168973e+02
0.000000e+00, -2.000000e+01, -1.157860e+02
0.000000e+00, 0.000000e+00, -1.148252e+02
0.000000e+00, 2.000000e+01, -1.139344e+02
0.000000e+00, 4.000000e+01, -8.615014e+01
0.000000e+00, 6.000000e+01, -7.626688e+01
0.000000e+00, 8.000000e+01, -2.000000e+02
0.000000e+00, 1.000000e+02, -2.000000e+02
2.000000e+01, -1.000000e+02, -1.297156e+02
2.000000e+01, -8.000000e+01, -2.032068e+02
2.000000e+01, -6.000000e+01, -1.217313e+02
2.000000e+01, -4.000000e+01, -2.000000e+02
2.000000e+01, -2.000000e+01, -1.135335e+02
2.000000e+01, 0.000000e+00, -1.119025e+02
2.000000e+01, 2.000000e+01, -2.000000e+02
2.000000e+01, 4.000000e+01, -8.499458e+01
2.000000e+01, 6.000000e+01, -7.415330e+01
2.000000e+01, 8.000000e+01, -2.000000e+02
2.000000e+01, 1.000000e+02, -2.000000e+02
4.000000e+01, -1.000000e+02, -2.000000e+02
4.000000e+01, -8.000000e+01, -2.000000e+02
4.000000e+01, -6.000000e+01, -8.323547e+01
4.000000e+01, -4.000000e+01, -2.000000e+02
4.000000e+01, -2.000000e+01, -1.122590e+02
4.000000e+01, 0.000000e+00, -2.000000e+02
4.000000e+01, 2.000000e+01, -6.599744e+01
4.000000e+01, 4.000000e+01, -6.783128e+01
4.000000e+01, 6.000000e+01, -7.204146e+01
4.000000e+01, 8.000000e+01, -2.000000e+02
4.000000e+01, 1.000000e+02, -2.000000e+02
6.000000e+01, -1.000000e+02, -2.000000e+02
6.000000e+01, -8.000000e+01, -2.000000e+02
6.000000e+01, -6.000000e+01, -7.829789e+01
6.000000e+01, -4.000000e+01, -7.646395e+01
6.000000e+01, -2.000000e+01, -7.379097e+01
6.000000e+01, 0.000000e+00, -6.976928e+01
6.000000e+01, 2.000000e+01, -6.295173e+01
6.000000e+01, 4.000000e+01, -6.566201e+01
6.000000e+01, 6.000000e+01, -7.104885e+01
6.000000e+01, 8.000000e+01, -7.558456e+01
6.000000e+01, 1.000000e+02, -7.695634e+01
8.000000e+01, -1.000000e+02, -2.000000e+02
8.000000e+01, -8.000000e+01, -2.000000e+02
8.000000e+01, -6.000000e+01, -7.723730e+01
8.000000e+01, -4.000000e+01, -7.615241e+01
8.000000e+01, -2.000000e+01, -7.399115e+01
8.000000e+01, 0.000000e+00, -2.000000e+02
8.000000e+01, 2.000000e+01, -2.000000e+02
8.000000e+01, 4.000000e+01, -2.000000e+02
8.000000e+01, 6.000000e+01, -2.000000e+02
8.000000e+01, 8.000000e+01, -1.781347e+02
8.000000e+01, 1.000000e+02, -2.000000e+02
1.000000e+02, -1.000000e+02, -2.000000e+02
1.000000e+02, -8.000000e+01, -2.000000e+02
1.000000e+02, -6.000000e+01, -1.789204e+02
1.000000e+02, -4.000000e+01, -2.000000e+02
1.000000e+02, -2.000000e+01, -2.000000e+02
1.000000e+02, 0.000000e+00, -2.000000e+02
1.000000e+02, 2.000000e+01, -2.000000e+02
1.000000e+02, 4.000000e+01, -2.000000e+02
1.000000e+02, 6.000000e+01, -2.000000e+02
1.000000e+02, 8.000000e+01, -2.000000e+02
1.000000e+02, 1.000000e+02, -1.863372e+02
